gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000198840	26104.73	-1.051993	0.05870975	3.123727e-73	1.838001e-71
ENSG00000198931	4098.601	-1.072691	0.05281381	3.3321720000000002e-93	3.0763339999999997e-91
ENSG00000203650	5.157086	1.902326	1.75067972	0.0002489259	0.0007847621
ENSG00000203685	171.5262	3.353646	0.2687318	1.3409060000000001e-39	3.08199e-38
ENSG00000203808	61.74685	1.319697	0.35366007	2.102037e-06	8.619484e-06
ENSG00000203865	131.3363	2.300438	0.21306379	6.332945e-29	9.785464e-28
ENSG00000204241	10.08536	1.346086	0.88010976	0.000986031	0.002824455
ENSG00000204334	121.1569	1.215057	0.23004633	1.868792e-09	1.003038e-08
ENSG00000204381	638.9942	1.28994	0.11069842	1.937344e-33	3.515419e-32
ENSG00000204388	40027.45	-1.418065	0.05112093	1.214883e-171	4.3944899999999997e-169
ENSG00000204389	47408.42	-1.425401	0.04727686	5.475206e-202	3.451726e-199
ENSG00000204394	4318.809	-1.103253	0.04625828	2.676932e-127	4.5435770000000005e-125
ENSG00000204442	104.8005	4.559265	0.39271518	9.031512e-34	1.6592860000000002e-32
ENSG00000204923	185.1219	1.088828	0.1820655	6.309924e-11	3.800941e-10
ENSG00000204947	84.72448	1.241072	0.30749982	7.661927e-07	3.268763e-06
ENSG00000205220	309.5611	-1.850478	0.13905985	3.051923e-42	7.696077999999999e-41
ENSG00000205250	1588.368	-1.250597	0.06548434	2.711396e-83	2.021181e-81
ENSG00000205309	141.9123	2.306876	0.23276192	6.07135e-25	7.884893e-24
ENSG00000205352	1843.462	-1.019665	0.06260231	5.465608e-61	2.411973e-59
ENSG00000205476	2946.409	-1.329878	0.05872694	1.0677169999999999e-115	1.500584e-113
ENSG00000205593	113.5683	1.685444	0.29095316	4.381434e-11	2.666198e-10
ENSG00000205704	110.2259	1.111062	0.24476757	1.415276e-07	6.473479e-07
ENSG00000205795	69.7979	1.793056	0.30361533	2.497632e-11	1.540683e-10
ENSG00000205838	22.64128	1.308092	0.7083223	0.0007354219	0.002148145
ENSG00000205885	8.677348	2.525844	1.86746584	7.7524e-05	0.0002631642
ENSG00000206052	289.3718	1.261449	0.23342282	7.699657e-10	4.269739e-09
ENSG00000206172	31.26655	-2.004036	0.46792067	9.152728e-08	4.258856e-07
ENSG00000206567	59.83117	1.325536	0.41393034	1.564947e-05	5.809311e-05
ENSG00000212123	194.1419	-1.245219	0.18636447	2.833887e-13	1.998393e-12
ENSG00000212743	3.892534	1.253354	1.40072568	0.001112622	0.003161217
ENSG00000213390	1821.524	-1.249499	0.06340868	1.995987e-88	1.668237e-86
ENSG00000213638	247.5486	-1.036973	0.15057559	2.229625e-13	1.584434e-12
ENSG00000213654	94.2646	1.01734	0.29659613	2.424735e-05	8.806876e-05
ENSG00000213742	120.5639	1.348622	0.23032746	3.983989e-11	2.430377e-10
ENSG00000213760	102.2712	1.831548	0.26408752	3.500503e-14	2.632009e-13
ENSG00000213762	601.5337	-1.142567	0.12748722	6.505279e-21	6.964531e-20
ENSG00000213903	557.7965	-1.304057	0.11951384	8.403583e-30	1.3320770000000001e-28
ENSG00000213906	324.6295	-1.526083	0.14902572	7.150543e-27	1.012038e-25
ENSG00000213918	472.3285	1.412269	0.13603464	1.7691180000000002e-27	2.558979e-26
ENSG00000213963	122.8804	1.238884	0.23453438	1.672608e-09	9.010275e-09
ENSG00000214106	354.7532	1.365902	0.15282692	2.733135e-21	2.988435e-20
ENSG00000214212	21.73332	2.683909	0.6926212	1.197741e-07	5.513908e-07
ENSG00000214273	30.09099	1.715662	0.49632349	2.900913e-06	1.17447e-05
ENSG00000214279	191.8769	1.785067	0.20608778	4.279167e-20	4.38143e-19
ENSG00000214706	2078.58	-1.196867	0.06481556	5.538852e-78	3.584011e-76
ENSG00000214736	4135.944	-1.040857	0.04419313	4.7271859999999995e-124	7.61353e-122
ENSG00000215196	14.17119	2.523039	0.94358018	6.332226e-06	2.464208e-05
ENSG00000215374	262.2104	1.082456	0.1530365	4.481993e-14	3.343312e-13
ENSG00000215375	273.7473	1.130439	0.16411154	1.252525e-13	9.091106e-13
ENSG00000215915	12.93076	-1.129348	0.7416449	0.002241139	0.006042368
ENSG00000219607	54.894	1.613084	0.35926931	4.35567e-08	2.090665e-07
ENSG00000219626	150.0924	1.438688	0.19999145	3.940769e-15	3.131187e-14
ENSG00000219665	6.651699	1.530398	1.46672343	0.0005866571	0.001745966
ENSG00000220161	72.48966	1.440049	0.31027782	2.570425e-08	1.258408e-07
ENSG00000221866	108.0518	1.577087	0.37741534	1.857477e-07	8.396893e-07
ENSG00000221988	2204.771	-1.168882	0.07435058	1.846245e-57	7.433831e-56
ENSG00000222020	24.92856	2.337672	0.62998739	4.581479e-07	1.99232e-06
ENSG00000223496	1759.599	-1.023951	0.06201986	1.375221e-62	6.348168e-61
ENSG00000223572	688.6787	-1.09017	0.0941884	1.58672e-32	2.780857e-31
ENSG00000223745	327.4614	1.607505	0.18021844	2.840401e-21	3.1041819999999996e-20
ENSG00000223891	171.5738	1.57555	0.1914004	1.07778e-18	1.028155e-17
ENSG00000224023	39.0133	1.72166	0.49710886	2.810598e-06	1.139159e-05
ENSG00000224086	125.197	1.038394	0.23650959	4.193816e-07	1.831319e-06
ENSG00000224165	11.93587	1.656218	0.88094162	0.0002379073	0.0007520667
ENSG00000224204	14.07169	5.710204	1.50987147	6.993986e-08	3.291156e-07
ENSG00000224396	8.099429	3.834778	2.006276	8.913836e-06	3.404012e-05
ENSG00000224420	31.43689	-1.924179	0.47851419	2.796391e-07	1.243247e-06
ENSG00000224505	36.96286	1.201934	0.42351632	8.087676e-05	0.0002738293
ENSG00000224616	364.8942	1.55559	0.6354366	9.302989e-05	0.0003120981
ENSG00000224699	307.3112	1.172855	0.15718342	1.472669e-15	1.193771e-14
ENSG00000224712	13.18832	5.457766	1.61986294	2.062848e-07	9.278786e-07
ENSG00000224805	20.93788	1.003877	0.52497423	0.002021461	0.005493722
ENSG00000224877	1713.756	-1.155989	0.08195231	6.515776e-47	1.964079e-45
ENSG00000224888	11.44478	-1.077827	0.6938837	0.002673001	0.007122299
ENSG00000224934	147.3383	1.17673	0.25984927	1.072878e-07	4.960823e-07
ENSG00000225177	161.5296	1.191892	0.19549526	1.723401e-11	1.074508e-10
ENSG00000225706	17.75769	1.365464	0.61024233	0.0002661274	0.0008338683
ENSG00000225968	116.6545	2.198548	0.24645951	7.869265e-21	8.396293e-20
ENSG00000226026	14.77722	3.067626	1.09484741	1.946209e-06	7.993877e-06
ENSG00000226051	36.73488	1.233779	0.47549692	0.0001522722	0.0004965103
ENSG00000226200	171.6823	1.286299	0.1923794	2.286384e-13	1.624245e-12
ENSG00000226259	437.5309	-1.166961	0.117802	6.861352e-25	8.895166e-24
ENSG00000226328	84.04765	1.20645	0.3201546	2.710897e-06	1.100367e-05
ENSG00000226445	30.84763	2.618765	0.64247993	6.636943e-08	3.130228e-07
ENSG00000226508	7.745511	1.28734	0.99307939	0.001362444	0.003814236
ENSG00000226856	45.6333	2.812592	0.4707387	3.392371e-12	2.227095e-11
ENSG00000227060	14.09049	1.676344	0.80404939	0.000156214	0.0005083117
ENSG00000227210	19.86166	1.943512	0.65299855	9.467783e-06	3.604946e-05
ENSG00000227354	722.7218	1.611995	0.10681636	1.1547570000000001e-53	4.2115210000000004e-52
ENSG00000227403	19.78035	6.412936	1.33727574	2.386828e-09	1.270269e-08
ENSG00000227627	262.0335	1.410927	0.16471093	6.649619999999999e-20	6.736633e-19
ENSG00000227718	8.033372	1.038038	0.80579728	0.003771537	0.00975832
ENSG00000227888	18.09735	1.076845	0.57845084	0.001655193	0.00456604
ENSG00000227954	29.00173	1.632786	0.70343602	0.0001051505	0.0003502636
ENSG00000228172	14.81024	1.67312	0.70264073	8.240105e-05	0.0002785134
ENSG00000228203	3.804499	1.204767	1.3694752	0.001275266	0.003586382
ENSG00000228300	665.8593	-1.014167	0.09820572	2.464238e-26	3.4089910000000003e-25
ENSG00000228495	6.719615	1.393457	1.35989736	0.0008562827	0.002473992
ENSG00000228624	8.725461	1.1098	0.84183366	0.0027464	0.007300243
ENSG00000228835	9.561969	1.586502	0.99352856	0.0004246014	0.001289762
ENSG00000229191	29.04382	1.000603	0.43125216	0.0008120219	0.002356914
ENSG00000229852	132.8278	1.481035	0.21444618	2.994191e-14	2.264113e-13
ENSG00000229956	16.67371	1.481697	0.74961643	0.0003342881	0.001032918
ENSG00000230074	43.82489	1.633798	0.48157734	4.098342e-06	1.633193e-05
ENSG00000230084	7.127409	1.007399	0.9097597	0.004036252	0.01038357
ENSG00000230091	56.1509	1.318138	0.34230824	1.290589e-06	5.393341e-06
ENSG00000230183	10.18668	1.159591	0.81402208	0.002146134	0.005808937
ENSG00000230393	24.81812	1.261698	0.51092357	0.000198801	0.0006367462
ENSG00000230487	238.0459	1.999142	0.18560641	8.902024e-29	1.3688030000000002e-27
ENSG00000230606	257.2951	-1.105423	0.16588631	6.869793e-13	4.711905e-12
ENSG00000230615	13.04769	1.241029	0.76084153	0.001292577	0.003632287
ENSG00000230658	33.20429	1.187342	0.42605071	0.0001002847	0.0003350163
ENSG00000230679	15.76132	1.468978	0.69298368	0.0002588219	0.0008122467
ENSG00000230910	76.69176	1.240374	0.31392806	1.106436e-06	4.650194e-06
ENSG00000231028	10.52859	1.40668	1.10565989	0.0009021046	0.002598556
ENSG00000231439	66.05408	1.772584	0.31453028	1.174054e-10	6.926607e-10
ENSG00000231652	17.07947	1.136475	0.6793402	0.00180962	0.004965093
ENSG00000231690	27.81445	1.185179	0.49500719	0.0003176188	0.0009854132
ENSG00000231721	109.98	1.120594	0.24020197	7.343322e-08	3.444524e-07
ENSG00000231806	6.428271	2.288185	1.92339976	0.000122449	0.0004044665
ENSG00000231840	9.760828	1.180769	0.83414811	0.001981799	0.005395903
ENSG00000231890	38.61165	1.505668	0.44967923	5.971884e-06	2.33138e-05
ENSG00000232021	12.28433	1.405173	0.94893808	0.0008353945	0.002418391
ENSG00000232859	173.3376	1.983762	0.19092705	4.874735e-27	6.966386999999999e-26
ENSG00000233117	6.039458	1.430273	1.14177766	0.0008368653	0.002422014
ENSG00000233435	71.8973	1.752931	0.30264371	4.675342e-11	2.840347e-10
ENSG00000233593	159.2219	1.326783	0.26372954	4.656327e-09	2.422586e-08
ENSG00000233611	137.521	-1.66906	0.21103412	1.740123e-17	1.565898e-16
ENSG00000233654	13.37035	1.484286	0.80124954	0.0004134344	0.001257052
ENSG00000233922	73.1711	1.687309	0.40587202	1.865719e-07	8.430697e-07
ENSG00000234546	9.588862	2.064376	1.09601855	8.423047e-05	0.0002844422
ENSG00000234684	105.387	1.309986	0.25517615	2.843196e-09	1.502278e-08
ENSG00000234690	12.86787	2.626489	1.13833219	1.262945e-05	4.734436e-05
ENSG00000234694	23.75792	1.188973	0.51167657	0.0003779456	0.001157603
ENSG00000234771	235.6245	-1.620751	0.16796352	3.0894600000000002e-24	3.866644e-23
ENSG00000235092	102.6749	1.217921	0.34840509	7.597141e-06	2.923455e-05
ENSG00000235257	38.64275	1.922514	0.4757979	2.593762e-07	1.15689e-06
ENSG00000235314	50.42686	1.273807	0.35643929	4.584839e-06	1.815912e-05
ENSG00000235381	96.26975	1.192365	0.27162987	1.919258e-07	8.661983e-07
ENSG00000235385	34.45083	1.494027	0.48350676	1.5265e-05	5.674227e-05
ENSG00000235609	59.09491	1.236987	0.36895071	1.210818e-05	4.553724e-05
ENSG00000235652	51.98982	2.561495	0.48955743	4.83325e-10	2.726116e-09
ENSG00000235688	267.5121	1.440652	0.16675943	3.3348079999999996e-20	3.4304209999999996e-19
ENSG00000235703	201.0027	2.142575	0.22552071	3.913044e-23	4.679746e-22
ENSG00000235706	202.0493	1.220568	0.18454761	5.076799e-13	3.513788e-12
ENSG00000235750	273.0081	1.21248	0.16132337	7.821939e-16	6.44237e-15
ENSG00000235863	53.1002	2.118923	0.37033169	8.584319e-11	5.117887e-10
ENSG00000235897	17.2043	1.104593	0.76047513	0.002636504	0.007037801
ENSG00000235903	70.35227	1.036524	0.27706266	6.742446e-06	2.609578e-05
ENSG00000236144	1280.49	-1.010096	0.08389227	1.04301e-34	1.9788500000000002e-33
ENSG00000236427	145.2982	2.427233	0.22881733	3.3304170000000003e-28	4.9652470000000005e-27
ENSG00000237036	363.9332	1.039874	0.15113644	2.290246e-13	1.626465e-12
ENSG00000237289	884.9577	-1.547442	0.12963183	4.156085e-35	8.016085e-34
ENSG00000237357	32.83176	-1.09413	0.42181903	0.0002587866	0.0008122467
ENSG00000237489	53.3139	1.07044	0.33774292	4.683162e-05	0.000163529
ENSG00000238099	18.16338	1.075631	0.57330354	0.001617051	0.004467849
ENSG00000238207	13.51529	1.040171	0.70152737	0.003369216	0.008790559
ENSG00000239713	73.9049	5.929045	0.68943729	1.4461979999999999e-19	1.4361100000000001e-18
ENSG00000240005	9.567763	1.521716	0.94807145	0.0005129984	0.00154151
ENSG00000240859	17.80218	2.037643	0.82249829	2.786134e-05	0.0001003854
ENSG00000240875	20.42138	1.109733	0.76935141	0.00260012	0.006944878
ENSG00000241399	859.3562	1.034318	0.08983139	4.594467e-32	7.913888000000001e-31
ENSG00000241769	75.15928	1.775362	0.33694004	8.833504e-10	4.871185e-09
ENSG00000241945	2540.439	-1.149246	0.06599134	1.227504e-69	6.638447e-68
ENSG00000242028	2299.609	-2.316321	0.07684298	3.121773e-201	1.913387e-198
ENSG00000242485	3379.118	-1.020601	0.04697531	5.26156e-106	6.208358999999999e-104
ENSG00000242715	71.82374	1.597683	0.37668862	1.377512e-07	6.304667e-07
ENSG00000242759	19.43195	1.614717	0.66522723	8.484263e-05	0.0002862028
ENSG00000243207	204.5161	-1.85187	0.17924135	6.3772540000000006e-27	9.060791999999999e-26
ENSG00000243244	338.2653	1.474348	0.1360104	1.2024800000000001e-29	1.8897940000000002e-28
ENSG00000243708	50.67312	-1.24998	0.38201333	1.552707e-05	5.766786e-05
ENSG00000244165	164.9291	-1.726129	0.22675009	1.999289e-16	1.6954e-15
ENSG00000244239	8.786985	1.271668	0.92736442	0.001422191	0.00396671
ENSG00000244270	19.44082	1.424682	0.6800854	0.000311019	0.0009662961
ENSG00000244405	33.8358	-1.187565	0.51659449	0.0004051673	0.001234127
ENSG00000244563	7.587243	3.637516	2.01072142	1.237645e-05	4.645906e-05
ENSG00000244731	92.91478	1.383916	0.28926755	1.420989e-08	7.109779e-08
ENSG00000245105	20.7335	1.000523	0.56904854	0.002730441	0.007262197
ENSG00000245275	37.76114	1.145902	0.47995675	0.0003738546	0.001146664
ENSG00000245498	189.8563	2.681652	0.20937851	5.812858e-40	1.3630259999999999e-38
ENSG00000245532	9078.35	1.354915	0.16474727	1.430048e-18	1.3559950000000002e-17
ENSG00000245571	20.07469	1.88453	0.73635933	3.253455e-05	0.0001162739
ENSG00000245573	38.70674	1.491439	0.42794538	3.678566e-06	1.474969e-05
ENSG00000246174	121.4886	1.080628	0.22361448	3.981955e-08	1.920057e-07
ENSG00000246339	44.2654	1.090768	0.40788388	0.0002076564	0.0006626087
ENSG00000246465	243.3726	1.199488	0.1586905	6.038691e-16	4.997889e-15
ENSG00000246596	87.61845	1.38419	0.27118581	2.669567e-09	1.413244e-08
ENSG00000246705	3.430917	1.009756	1.23575621	0.002329867	0.006266273
ENSG00000246898	14.15435	1.056959	0.62779391	0.002440525	0.006542363
ENSG00000246985	62.68324	1.915218	0.36046325	7.554284e-10	4.195451e-09
ENSG00000247077	3389.083	-1.2849	0.05117595	3.468979e-141	7.731619e-139
ENSG00000247095	101.167	1.725761	0.26038523	2.377811e-13	1.687565e-12
ENSG00000247271	269.8602	2.059667	0.15388305	1.796841e-42	4.588807e-41
ENSG00000247317	31.47962	1.279075	0.47691258	0.000101067	0.000337323
ENSG00000247516	97.9332	1.154843	0.28344683	9.398745e-07	3.974383e-06
ENSG00000247556	3792.484	-1.178912	0.05923637	6.246794e-90	5.426594999999999e-88
ENSG00000247626	596.3197	-1.043278	0.10062436	1.3344059999999998e-26	1.870627e-25
ENSG00000247950	31.72171	1.116097	0.45983705	0.0003770436	0.001155187
ENSG00000248015	190.6927	-1.386436	0.18990417	1.980154e-15	1.595767e-14
ENSG00000248174	32.54903	1.032669	0.43473704	0.0006119714	0.001814939
ENSG00000248367	15.38287	1.095172	0.61518561	0.001787531	0.004910592
ENSG00000248690	10.59031	1.011733	0.72371478	0.004077315	0.01047456
ENSG00000248727	15.57551	1.522328	0.79525681	0.0003317788	0.00102617
ENSG00000248866	60.05173	1.180071	0.33830174	9.094565e-06	3.470026e-05
ENSG00000248898	22.47775	3.562934	1.2960829	1.488784e-06	6.184117e-06
ENSG00000248905	46.27382	1.464379	0.40236262	2.125882e-06	8.715641e-06
ENSG00000249249	9.825292	2.913597	1.38463758	1.338793e-05	5.007706e-05
ENSG00000249306	41.10004	1.615931	0.41623272	6.321409e-07	2.715147e-06
ENSG00000249846	38.81005	1.557113	0.43785596	2.500821e-06	1.018468e-05
ENSG00000249898	16.76098	2.55058	0.87983474	3.357419e-06	1.350373e-05
ENSG00000250012	23.43876	3.119117	0.6283729	3.589236e-10	2.04378e-09
ENSG00000250033	17.01858	1.538825	0.7032733	0.0001829224	0.0005884506
ENSG00000250073	26.29876	1.32466	0.52686469	0.0001439623	0.0004711552
ENSG00000250208	194.423	1.53106	0.21743841	1.114186e-14	8.620094e-14
ENSG00000250222	45.80061	1.063908	0.36600024	0.0001146586	0.0003802137
ENSG00000250303	27.55617	1.112068	0.57393993	0.001241263	0.003500124
ENSG00000250305	121.8009	1.594281	0.33768467	1.444647e-08	7.216696e-08
ENSG00000250451	36.86765	1.180403	0.42383197	0.0001035026	0.0003448783
ENSG00000250579	16.31303	1.561908	0.78502925	0.000257816	0.0008101269
ENSG00000250790	9.838228	1.021733	0.72854749	0.003889794	0.01004427
ENSG00000250802	252.0168	1.080141	0.19170705	5.232528e-10	2.941548e-09
ENSG00000250838	14.43138	1.020789	0.63876414	0.003205841	0.008408044
ENSG00000250903	124.5724	1.502441	0.23008714	3.966058e-13	2.759731e-12
ENSG00000251141	51.63043	1.346562	0.53135039	0.000127484	0.0004202801
ENSG00000251350	7.639849	3.705869	1.99710919	1.08326e-05	4.094935e-05
ENSG00000251396	17.21812	1.723137	0.79313462	0.0001157194	0.0003835584
ENSG00000251661	19.82267	2.645812	0.7817616	6.797934e-07	2.914249e-06
ENSG00000253210	62.95032	2.295852	0.33349685	5.801493e-14	4.294195e-13
ENSG00000253320	21.89665	2.448842	0.68747267	5.892733e-07	2.537037e-06
ENSG00000253716	168.1593	1.004129	0.19160307	7.378856e-09	3.774095e-08
ENSG00000253741	83.4393	1.751928	0.32436161	4.270726e-10	2.419347e-09
ENSG00000253764	61.66365	1.034237	0.3504411	0.0001143406	0.0003792162
ENSG00000253973	12.11068	2.855025	1.41298988	1.717899e-05	6.349319e-05
ENSG00000254226	13.68881	1.178845	0.80844753	0.001944507	0.005304183
ENSG00000254363	20.78352	1.189964	0.57625794	0.0007079291	0.002075532
ENSG00000254427	35.36275	1.176575	0.49196284	0.0003300198	0.001021302
ENSG00000254614	108.75	1.424321	0.23808751	1.510913e-11	9.47649e-11
ENSG00000254815	212.4124	1.272066	0.26276247	1.517577e-08	7.565599e-08
ENSG00000254837	205.8696	1.03304	0.19412032	4.013181e-09	2.098859e-08
ENSG00000254858	727.9243	-1.164955	0.09942428	1.8383480000000002e-33	3.3385320000000003e-32
ENSG00000254860	162.5105	1.170893	0.23707004	1.437901e-08	7.184623e-08
ENSG00000254876	65.23304	1.156524	0.33649207	1.21819e-05	4.579109e-05
ENSG00000255330	346.7087	-1.089287	0.14233424	5.584714e-16	4.630842e-15
ENSG00000255344	4.508724	1.095453	1.17187593	0.002156634	0.005830918
ENSG00000255346	9.771489	1.173238	0.89660462	0.002113818	0.005727791
ENSG00000255458	22.80656	1.414219	0.67554653	0.0003218322	0.0009973633
ENSG00000255471	17.15397	1.58947	0.69381096	0.0001261848	0.0004161213
ENSG00000255874	36.74386	1.291372	0.66893813	0.0006651215	0.001959139
ENSG00000256008	87.64443	-1.298312	0.2608886	6.832491e-09	3.509286e-08
ENSG00000256029	4.985915	1.003681	1.15750876	0.002750387	0.007309959
ENSG00000256043	236.1172	2.518032	0.17513982	6.882024e-49	2.229836e-47
ENSG00000256124	27.75466	2.782169	0.77425769	2.602173e-07	1.160173e-06
ENSG00000256232	34.32556	1.285749	0.43731523	4.359615e-05	0.0001530304
ENSG00000257038	16.38735	1.135159	0.5951519	0.001208786	0.003415528
ENSG00000257052	10.22876	1.330609	0.85165383	0.001010298	0.002888342
ENSG00000257335	47.25165	2.378078	0.43684451	2.674333e-10	1.536697e-09
ENSG00000257529	82.67252	1.558382	1.05029947	0.0005111665	0.001536424
ENSG00000257591	42.58416	1.31727	0.45554404	4.639307e-05	0.0001621773
ENSG00000257743	7.867164	1.154677	0.88206241	0.002279812	0.00614138
ENSG00000257800	65.57952	1.000773	0.32146435	7.950628e-05	0.0002695201
ENSG00000258057	58.51291	1.754103	0.34037436	1.607087e-09	8.670021e-09
ENSG00000258072	122.7106	1.179241	0.27403117	3.032162e-07	1.341858e-06
ENSG00000258429	865.0395	-1.689634	0.09299911	7.652714e-76	4.743178e-74
ENSG00000258643	385.9698	-1.460147	0.18228896	6.73238e-18	6.179283000000001e-17
ENSG00000258839	158.7297	-1.344414	0.21220379	1.944409e-12	1.295392e-11
ENSG00000259129	58.60836	1.523492	0.35129362	9.658063e-08	4.481707e-07
ENSG00000259207	31.04953	1.062875	0.49422484	0.0009412608	0.002702527
ENSG00000259291	115.0704	1.458403	0.26796444	3.53736e-10	2.015802e-09
ENSG00000259319	52.12342	1.305344	0.34314173	1.631862e-06	6.74921e-06
ENSG00000259417	12.89092	2.443425	1.03703676	1.554142e-05	5.771147e-05
ENSG00000259439	9.080749	1.282677	0.85896019	0.001275496	0.00358657
ENSG00000259494	1175.012	-1.223348	0.07142328	1.1075010000000001e-67	5.777071e-66
ENSG00000259529	246.0198	-1.562441	0.17619038	4.269205e-21	4.633547e-20
ENSG00000259553	7.938799	1.29004	1.00515499	0.001349834	0.003783549
ENSG00000259642	139.1966	-1.095421	0.19708893	7.436954e-10	4.13237e-09
ENSG00000259974	5.90305	1.012882	1.04887618	0.003254506	0.008524534
ENSG00000260077	79.98982	1.728636	0.28541308	9.328871e-12	5.938767e-11
ENSG00000260230	121.1522	1.862458	0.22870467	4.1099e-18	3.819922e-17
ENSG00000260469	6.519813	1.182184	1.13682317	0.00178701	0.004909772
ENSG00000260498	9.24107	1.828585	1.22397671	0.0002439854	0.0007699568
ENSG00000260552	51.18964	1.505584	0.39435116	9.573652e-07	4.044469e-06
ENSG00000260805	26.60449	1.700355	0.52515177	6.369506e-06	2.477841e-05
ENSG00000260899	25.45709	-2.325471	0.57755122	1.549655e-07	7.057406e-07
ENSG00000260918	59.46721	1.593207	0.34219772	1.992324e-08	9.838996e-08
ENSG00000261087	35.22263	1.624741	0.49134186	5.648281e-06	2.210916e-05
ENSG00000261211	125.8807	1.270448	0.21571034	4.292046e-11	2.61541e-10
ENSG00000261308	65.24222	2.094227	0.32091975	7.155373e-13	4.904732e-12
ENSG00000261326	178.6323	1.082213	0.20892673	6.515016e-09	3.354815e-08
ENSG00000261342	63.56004	-1.622053	0.33723774	9.189856e-09	4.670064e-08
ENSG00000261373	1042.504	-2.31454	0.086838	3.871717e-158	1.18652e-155
ENSG00000261420	25.82716	1.287291	0.5020699	0.0001398889	0.000458572
ENSG00000261514	55.13484	1.126223	0.32991832	1.518239e-05	5.64828e-05
ENSG00000261578	41.12747	1.201116	0.39541707	4.214919e-05	0.0001482598
ENSG00000261609	653.3871	-1.181645	0.09359451	2.429315e-38	5.317742e-37
ENSG00000261678	13.31454	-1.027194	0.63229105	0.003009797	0.007932535
ENSG00000261879	54.83487	1.555721	0.35689618	8.399717e-08	3.921705e-07
ENSG00000261884	121.8973	-3.139764	0.25021683	1.188477e-39	2.740202e-38
ENSG00000261915	23.17601	-1.365953	0.64647489	0.0003564904	0.001096454
ENSG00000262050	26.62636	1.041593	0.4569339	0.0007520505	0.002193232
ENSG00000262352	10.52923	1.072214	0.74662089	0.003056293	0.008044506
ENSG00000262619	36.27656	1.16322	0.44301229	0.0001791045	0.0005768416
ENSG00000262633	107.8965	-6.094596	0.48217912	3.7785169999999996e-38	8.206002e-37
ENSG00000262655	514.2365	1.457047	0.11110209	1.438759e-41	3.547064e-40
ENSG00000262712	66.67719	-1.392058	0.3108505	6.290827e-08	2.975501e-07
ENSG00000263004	92.72154	1.793591	0.2675159	1.585372e-13	1.140197e-12
ENSG00000263235	33.02419	-2.191757	0.465083	1.217161e-08	6.134457e-08
ENSG00000263280	61.46576	1.512795	0.39624975	9.465131e-07	4.000155e-06
ENSG00000263400	10.61719	1.096826	0.76794874	0.002770372	0.007359532
ENSG00000264668	9.038929	1.460705	1.08192946	0.00074527	0.002175759
ENSG00000264920	194.8073	1.079525	0.17392348	1.620671e-11	1.013034e-10
ENSG00000265055	9.663924	1.159195	0.82236647	0.002167642	0.005857092
ENSG00000265107	9.912736	1.087495	0.79667546	0.002980718	0.00786623
ENSG00000265972	2951.668	1.820587	0.06575278	1.498513e-170	5.248361999999999e-168
ENSG00000266306	9.473986	1.260604	0.82871003	0.001352411	0.003789808
ENSG00000266573	23.78954	1.169593	0.52697725	0.000528331	0.001583916
ENSG00000266714	283.5811	1.414994	0.16861928	2.9713659999999997e-19	2.9087480000000002e-18
ENSG00000266904	33.83515	1.500496	0.52214896	3.071195e-05	0.0001101527
ENSG00000266921	50.7662	2.226878	0.36129283	6.25761e-12	4.038437e-11
ENSG00000266947	96.35988	1.131937	0.25139824	1.511911e-07	6.892627e-07
ENSG00000266983	24.81382	1.199118	0.49693738	0.0002872539	0.0008957401
ENSG00000267121	54.38216	2.101464	0.41499923	2.616149e-09	1.386295e-08
ENSG00000267278	42.88142	1.292038	0.47477688	8.601187e-05	0.0002897926
ENSG00000267296	179.6427	1.108069	0.20016771	7.861846e-10	4.355301e-09
ENSG00000267493	91.53579	-1.714956	0.27441386	2.7568e-12	1.822859e-11
ENSG00000267498	12.94212	1.679938	0.90631048	0.000231981	0.0007347008
ENSG00000267750	80.04892	1.875328	0.35807067	1.102189e-09	6.039186e-09
ENSG00000267871	24.09005	2.955035	0.66681962	6.767401e-09	3.477473e-08
ENSG00000268089	195.8621	1.495535	0.17972499	4.934329e-19	4.789968e-18
ENSG00000268182	46.79862	1.70338	0.39069406	7.578645e-08	3.549625e-07
ENSG00000268388	55.01314	1.657084	0.36895991	4.23191e-08	2.035246e-07
ENSG00000268790	9.204368	1.829134	1.30138723	0.0002630836	0.0008251515
ENSG00000269226	345.961	1.746528	0.22570094	7.898422000000001e-17	6.821084e-16
ENSG00000269416	21.519	1.113988	0.5251846	0.0008237143	0.00238677
ENSG00000269821	210.163	1.317929	0.21705207	1.153467e-11	7.278024e-11
ENSG00000269883	41.0393	-1.629829	0.4016377	2.985543e-07	1.323136e-06
ENSG00000269935	14.26834	1.080364	0.68128865	0.002544428	0.006807664
ENSG00000269951	52.61211	-2.081027	0.37653639	2.504001e-10	1.440698e-09
ENSG00000270069	409.5629	-1.130297	0.15620349	1.02356e-14	7.932858e-14
ENSG00000270084	10.94088	1.080604	0.7187577	0.002786412	0.00740036
ENSG00000270504	76.53588	1.093848	0.27303443	1.694709e-06	7.002577e-06
ENSG00000270820	27.01325	1.145129	0.57837491	0.001003303	0.002869931
ENSG00000271335	62.93985	1.650584	0.34596279	1.10633e-08	5.595041e-08
ENSG00000271551	20.45415	1.06018	0.51593878	0.00118472	0.003351821
ENSG00000271755	32.36235	1.057956	0.43416659	0.0004665902	0.001408195
